,Product Name,Month,Year,Channel,Sub-channel,Sales
32335,Penitrana,September,2019,Pharmacy,Institution,241292.0
23996,Immurenol Temarate,August,2019,Hospital,Government,241188.0
19737,Epzipitant,May,2019,Pharmacy,Retail,241180.0
19784,Epzipitant,September,2019,Pharmacy,Institution,241180.0
40274,Tesnorphine Silotamine,November,2020,Hospital,Government,241164.0
26567,Kiovax Tercorolac,May,2017,Hospital,Private,241148.0
9460,Apromin,May,2019,Pharmacy,Institution,241125.0
9447,Apromin,March,2020,Hospital,Private,241125.0
18748,Duraprazole Agalsixolol,June,2017,Pharmacy,Retail,241125.0
44671,Zarostral,September,2020,Pharmacy,Institution,241110.0
32987,Primapion,January,2020,Pharmacy,Institution,241080.0
592,Abranatal Lysoprosate,August,2018,Hospital,Government,241074.0
36247,Ribabyclor,June,2020,Pharmacy,Institution,241066.0
35141,Ranediol,November,2017,Hospital,Private,241001.0
10344,Arivac,January,2018,Hospital,Government,240975.0
25240,Invisteride Diclomycin,May,2018,Hospital,Private,240916.0
15003,Comzyme,November,2019,Pharmacy,Retail,240882.0
33833,Propralamide Dexlanzolam,October,2018,Hospital,Private,240856.0
21331,Finanel,August,2019,Pharmacy,Institution,240814.0
25541,Ketamara Evogel,February,2017,Pharmacy,Retail,240768.0
43558,Vibratosine Alemtrace,August,2018,Hospital,Government,240755.0
9996,Araxetine,June,2018,Hospital,Private,240750.0
11713,Betanem,June,2018,Hospital,Government,240734.0
5707,Algluconium Dorzofoxin,April,2017,Pharmacy,Institution,240734.0
26112,Kinerinex,February,2018,Hospital,Government,240684.0
37457,Sevoderm,September,2019,Hospital,Government,240669.0
17158,Dexmeprazole Transnuvia,August,2019,Pharmacy,Retail,240660.0
11409,Belavarix Benzabicin,September,2017,Hospital,Private,240647.0
21623,Flutacerol,May,2017,Hospital,Government,240635.0
22191,Ganineva Agenium,March,2020,Pharmacy,Retail,240630.0
27528,Lioletine Refliruvax,May,2018,Pharmacy,Retail,240555.0
23509,Ibrulinum,June,2020,Hospital,Government,240540.0
31955,Paronium Atracustone,September,2019,Pharmacy,Institution,240534.0
18510,Doxivorin,February,2017,Hospital,Government,240456.0
26596,Kiovax Tercorolac,November,2020,Pharmacy,Institution,240426.0
42035,Topitaine,April,2020,Pharmacy,Retail,240405.0
585,Abranatal Lysoprosate,April,2020,Hospital,Private,240393.0
19845,Ergomethate,February,2019,Hospital,Government,240392.0
12799,Cephozumab Synmethate,December,2020,Hospital,Government,240384.0
12845,Cephozumab Synmethate,July,2019,Pharmacy,Institution,240384.0
38978,Symbiroban,September,2020,Hospital,Government,240340.0
7224,Amamadin,September,2020,Hospital,Government,240281.0
22245,Ganineva Agenium,September,2018,Hospital,Private,240240.0
22084,Ganineva Agenium,August,2017,Pharmacy,Retail,240240.0
21425,Finanel,March,2019,Hospital,Government,240196.0
38690,Sumanazole,July,2018,Pharmacy,Retail,240166.0
16708,Decidenu Galantrigine,November,2018,Pharmacy,Retail,240130.0
37210,Secrelazine Insonamic,March,2019,Pharmacy,Institution,240124.0
3015,Adriacaine,October,2018,Pharmacy,Institution,240065.0
42815,Trazobalamin,December,2018,Hospital,Private,240030.0
42827,Trazobalamin,February,2017,Hospital,Private,240030.0
21174,Feruprazole,February,2019,Pharmacy,Retail,240005.0
21049,Fentatrol Rapatelase,March,2020,Hospital,Government,239992.0
4090,Afretosine,June,2018,Hospital,Government,239976.0
10269,Argalazine Abostryl,September,2019,Hospital,Private,239896.0
10242,Argalazine Abostryl,November,2020,Hospital,Government,239896.0
43870,Victomax,November,2017,Hospital,Private,239855.0
23614,Imiderm Vibranovate,August,2018,Pharmacy,Retail,239850.0
40991,Thalilamide,June,2020,Pharmacy,Institution,239850.0
26889,Lactubucil,January,2018,Hospital,Private,239850.0
23697,Imiderm Vibranovate,June,2020,Hospital,Government,239850.0
21420,Finanel,March,2017,Pharmacy,Retail,239784.0
9713,Aquamycin Lacoran,April,2019,Hospital,Private,239775.0
15899,Dantocept Ferurenone,June,2018,Pharmacy,Institution,239767.0
21718,Formolovir Amanferon,August,2020,Pharmacy,Retail,239705.0
132,Abatatriptan,May,2018,Hospital,Government,239666.0
17820,Diprolimus,March,2019,Hospital,Private,239652.0
6093,Alimmethate Insudase,April,2018,Pharmacy,Institution,239616.0
1898,Acubulin,September,2019,Hospital,Government,239610.0
7259,Amavirase,August,2020,Pharmacy,Retail,239604.0
23895,Imiformin Transmunex,March,2017,Pharmacy,Retail,239600.0
25853,Ketastadil,October,2020,Pharmacy,Institution,239582.0
34066,Pulmodiol Adalaxime,August,2017,Hospital,Government,239580.0
4101,Afretosine,June,2020,Pharmacy,Retail,239572.0
7574,Amcibax Amcikeran,November,2020,Hospital,Private,239569.0
5452,Aldevac,May,2017,Hospital,Government,239564.0
1475,Aciprex,November,2017,Hospital,Government,239549.0
28914,Magneprex,September,2020,Hospital,Government,239547.0
27365,Lansostral Acgestin,October,2018,Hospital,Government,239514.0
11679,Betanem,January,2017,Pharmacy,Institution,239512.0
41473,Tiaracil,August,2018,Pharmacy,Retail,239436.0
20189,Exotropin Empizine,August,2017,Pharmacy,Institution,239425.0
26162,Kinerinex,June,2018,Pharmacy,Institution,239390.0
23980,Immurenol Temarate,April,2019,Hospital,Government,239370.0
2476,Adideine,April,2017,Hospital,Government,239334.0
6802,Alpharolac,November,2017,Hospital,Government,239317.0
26001,Kinenadryl,May,2018,Hospital,Government,239292.0
40955,Thalilamide,January,2019,Hospital,Private,239235.0
23855,Imiformin Transmunex,January,2019,Pharmacy,Retail,239200.0
12511,Ceftatana Serolamide,May,2018,Pharmacy,Retail,239190.0
40330,Testant,August,2018,Hospital,Government,239120.0
14153,Clindaracil,January,2017,Pharmacy,Retail,239086.0
33263,Primatate Univatol,October,2017,Pharmacy,Retail,239080.0
17673,Diazemid Felcept,October,2018,Hospital,Private,239070.0
31072,Novakyn Tracprox,February,2020,Hospital,Private,239040.0
19985,Exexone,April,2018,Hospital,Government,239000.0
38073,Spiroderall,December,2019,Hospital,Government,238998.0
35175,Ranediol,September,2018,Hospital,Government,238996.0
16700,Decidenu Galantrigine,May,2020,Pharmacy,Retail,238950.0
3585,Afaxacin,October,2018,Pharmacy,Retail,238920.0
18820,Duraprazole Agalsixolol,October,2019,Pharmacy,Retail,238875.0
30628,Nevanide Actozide,April,2017,Hospital,Government,238857.0
12217,Brimorix Amonine,December,2017,Hospital,Private,238800.0
28761,Magneprex,December,2017,Pharmacy,Retail,238799.0
31677,Panpion,June,2017,Pharmacy,Institution,238740.0
45484,Zyvance,February,2018,Hospital,Private,238697.0
37403,Sevoderm,May,2017,Hospital,Private,238680.0
25171,Invisteride Diclomycin,February,2020,Hospital,Private,238656.0
25567,Ketamara Evogel,January,2020,Pharmacy,Institution,238656.0
10150,Argalazine Abostryl,January,2017,Hospital,Government,238640.0
30000,Methiclotide,May,2018,Pharmacy,Retail,238618.0
43729,Victomax,April,2017,Pharmacy,Institution,238609.0
43732,Victomax,April,2018,Hospital,Private,238609.0
32675,Pitodomide,November,2018,Hospital,Government,238608.0
235,Abilovir Aprotasol,December,2020,Hospital,Government,238603.0
33234,Primatate Univatol,May,2018,Pharmacy,Institution,238564.0
38368,Stelazolid,November,2017,Pharmacy,Retail,238564.0
25049,Interzide,May,2017,Hospital,Private,238560.0
30971,Nisorase,November,2018,Pharmacy,Retail,238551.0
26048,Kinenadryl,September,2017,Pharmacy,Retail,238510.0
21631,Flutacerol,May,2019,Hospital,Government,238400.0
44081,Victomine,October,2018,Pharmacy,Institution,238290.0
26526,Kiovax Tercorolac,July,2019,Hospital,Government,238260.0
2895,Adriacaine,December,2020,Hospital,Private,238260.0
21274,Feruprazole,October,2017,Hospital,Government,238165.0
6631,Allomenda,October,2018,Hospital,Government,238143.0
27672,Liomulin,July,2018,Pharmacy,Retail,238140.0
4778,Alarudin Azarolac,August,2018,Pharmacy,Retail,238140.0
21426,Finanel,March,2019,Hospital,Private,238136.0
41186,Theopril,March,2017,Hospital,Private,238080.0
41076,Theopril,April,2017,Pharmacy,Retail,238080.0
9911,Araxetine,August,2017,Hospital,Government,238050.0
31928,Paronium Atracustone,November,2020,Pharmacy,Retail,238050.0
31816,Paronium Atracustone,December,2020,Pharmacy,Retail,238050.0
34251,Pulmofine,April,2019,Pharmacy,Institution,238048.0
20026,Exexone,December,2020,Pharmacy,Institution,238044.0
37257,Secrelazine Insonamic,October,2019,Pharmacy,Retail,238042.0
14684,Cogxone Levanide,August,2019,Pharmacy,Retail,238042.0
23032,Hydroxyprosyn,April,2020,Pharmacy,Institution,238040.0
5572,Alemtuvatol Megalinum,February,2019,Hospital,Private,238018.0
14418,Clinicilin Pentozone,May,2020,Pharmacy,Institution,238000.0
19551,Eproline,May,2020,Pharmacy,Retail,237900.0
19525,Eproline,March,2018,Hospital,Government,237900.0
19155,Effigine Propraprex,May,2017,Hospital,Government,237887.0
20282,Exotropin Empizine,March,2017,Hospital,Private,237855.0
17640,Diazemid Felcept,May,2018,Hospital,Government,237844.0
42080,Topitaine,February,2020,Hospital,Government,237820.0
26804,Lacoplex Hyaluvance,September,2017,Hospital,Government,237808.0
6034,Alglutriptan,May,2019,Pharmacy,Retail,237790.0
17750,Diprolimus,February,2017,Pharmacy,Retail,237750.0
6197,Alimmethate Insudase,June,2020,Pharmacy,Retail,237744.0
39122,Symbisine Prednimadin,November,2017,Hospital,Government,237728.0
8972,Antilamin Clinbital,December,2017,Hospital,Government,237712.0
5775,Algluconium Dorzofoxin,January,2018,Pharmacy,Retail,237679.0
1868,Acubulin,November,2019,Pharmacy,Institution,237650.0
39991,Temasone Thiobucil,February,2020,Hospital,Government,237626.0
13453,Choriotrisin,May,2017,Pharmacy,Retail,237582.0
10899,Atomorelin,December,2020,Pharmacy,Retail,237540.0
1944,Acycnafine Microvate,December,2018,Pharmacy,Institution,237538.0
26961,Lactubucil,May,2020,Pharmacy,Institution,237510.0
28137,Lovavatol Azelavarix,October,2020,Hospital,Private,237440.0
35582,Relenstrel Exurabine,April,2020,Pharmacy,Institution,237440.0
7117,Amamadin,July,2017,Hospital,Private,237429.0
12633,Cephovelam,January,2017,Pharmacy,Institution,237396.0
32723,Presetron,April,2018,Hospital,Government,237384.0
30869,Nisorase,February,2017,Hospital,Private,237372.0
30951,Nisorase,May,2017,Pharmacy,Retail,237372.0
31695,Panpion,March,2018,Hospital,Government,237356.0
14695,Cogxone Levanide,December,2018,Pharmacy,Institution,237356.0
8604,Angioparin Brimosumab,December,2020,Hospital,Government,237336.0
31190,Novakyn Tracprox,September,2018,Hospital,Private,237312.0
35212,Raparidol,August,2019,Hospital,Private,237303.0
17287,Dexmeprazole Transnuvia,November,2020,Pharmacy,Retail,237240.0
42979,Trazozaprine,April,2019,Hospital,Private,237180.0
27700,Liomulin,March,2018,Hospital,Private,237160.0
10519,Asparathasone Unipan,February,2017,Pharmacy,Retail,237150.0
5809,Algluconium Dorzofoxin,June,2019,Hospital,Private,237068.0
36046,Requimadin,June,2018,Hospital,Government,237048.0
35734,Relenstrel Exurabine,October,2018,Pharmacy,Institution,237016.0
29102,Malavirine Alimdine,September,2019,Pharmacy,Institution,237003.0
43322,Ultrimax Ultriset,October,2018,Pharmacy,Retail,236989.0
42925,Trazobalamin,November,2017,Pharmacy,Retail,236982.0
17103,Dexmebital Acanplan,October,2017,Pharmacy,Retail,236980.0
31579,Palodizem,September,2020,Pharmacy,Institution,236979.0
3547,Afaxacin,March,2020,Pharmacy,Retail,236880.0
12470,Ceftatana Serolamide,July,2020,Pharmacy,Institution,236810.0
29348,Megenorphine,February,2017,Pharmacy,Retail,236778.0
23731,Imiderm Vibranovate,May,2020,Pharmacy,Institution,236730.0
18262,Docstryl Rivacin,September,2018,Pharmacy,Institution,236700.0
36,Abatatriptan,December,2018,Hospital,Government,236698.0
84,Abatatriptan,July,2018,Hospital,Government,236698.0
21390,Finanel,July,2018,Hospital,Private,236694.0
44189,Xenaderal,July,2018,Hospital,Government,236671.0
1795,Acubulin,July,2017,Hospital,Government,236670.0
33966,Propratecan,June,2019,Pharmacy,Retail,236654.0
28348,Lovepion,April,2017,Pharmacy,Retail,236640.0
30208,Microroban Afatigomar,November,2019,Hospital,Government,236610.0
16286,Darlofen,June,2020,Pharmacy,Institution,236570.0
25804,Ketastadil,March,2020,Hospital,Government,236530.0
17272,Dexmeprazole Transnuvia,November,2017,Hospital,Government,236520.0
43116,Trazozaprine,November,2017,Pharmacy,Retail,236472.0
24241,Insozyme,July,2017,Hospital,Government,236455.0
24332,Insozyme,October,2020,Hospital,Government,236455.0
24340,Insozyme,September,2018,Hospital,Government,236455.0
11003,Atomorelin,November,2019,Hospital,Government,236430.0
16000,Dantolac Pazocor,April,2020,Pharmacy,Institution,236402.0
23783,Imiformin Transmunex,April,2017,Pharmacy,Institution,236400.0
13421,Choriotrisin,June,2017,Pharmacy,Retail,236400.0
38177,Spiroderall,November,2017,Hospital,Government,236386.0
38167,Spiroderall,May,2018,Pharmacy,Institution,236386.0
18586,Doxivorin,March,2020,Pharmacy,Institution,236328.0
42437,Travoloride,December,2018,Pharmacy,Institution,236285.0
42431,Travoloride,December,2017,Hospital,Government,236285.0
17949,Diprotaine,February,2019,Pharmacy,Retail,236274.0
3620,Afinitasol,April,2019,Pharmacy,Retail,236236.0
36009,Requimadin,February,2020,Pharmacy,Retail,236232.0
42952,Trazobalamin,October,2020,Pharmacy,Institution,236220.0
36677,Rositroban,November,2020,Pharmacy,Institution,236171.0
32921,Primapion,April,2019,Pharmacy,Retail,236160.0
2249,Acycpex,November,2019,Hospital,Government,236130.0
26467,Kiovax Tercorolac,August,2020,Hospital,Private,236094.0
29810,Metapatch,May,2017,Pharmacy,Retail,236082.0
32369,Pentastrin,August,2020,Hospital,Government,236075.0
40614,Tetalamide,March,2017,Pharmacy,Institution,236070.0
39778,Tacrodomide,December,2018,Pharmacy,Retail,236040.0
870,Abtasol,June,2020,Pharmacy,Institution,236002.0
19162,Effigine Propraprex,May,2018,Pharmacy,Retail,236002.0
15156,Cordamectin Actolamin,March,2018,Pharmacy,Retail,235981.0
35462,Rebedase Aplencor,July,2018,Pharmacy,Institution,235980.0
41677,Topifribrate,December,2018,Pharmacy,Institution,235980.0
30464,Neuropogen Empibax,August,2019,Pharmacy,Retail,235950.0
29207,Malaxolol Aeroprosyn,June,2017,Pharmacy,Retail,235940.0
8040,Ampinonide,February,2017,Pharmacy,Retail,235848.0
11642,Betanem,August,2020,Hospital,Government,235846.0
35992,Requimadin,December,2020,Pharmacy,Institution,235824.0
26641,Lacoplex Hyaluvance,April,2019,Pharmacy,Retail,235804.0
41094,Theopril,August,2018,Hospital,Private,235776.0
27475,Lioletine Refliruvax,July,2017,Pharmacy,Institution,235770.0
25740,Ketastadil,February,2020,Hospital,Government,235767.0
11547,Benzoprox,March,2019,Pharmacy,Retail,235720.0
8958,Antilamin Clinbital,August,2017,Pharmacy,Institution,235720.0
36543,Rositroban,August,2018,Pharmacy,Retail,235690.0
27018,Lansopril Acribax,April,2018,Pharmacy,Retail,235668.0
3752,Afinitasol,May,2020,Pharmacy,Retail,235664.0
748,Abranatal Lysoprosate,September,2017,Pharmacy,Institution,235626.0
23520,Ibrulinum,March,2018,Pharmacy,Retail,235600.0
28352,Lovepion,April,2018,Pharmacy,Retail,235552.0
42413,Travoloride,April,2020,Pharmacy,Institution,235500.0
20193,Exotropin Empizine,August,2018,Pharmacy,Institution,235500.0
9440,Apromin,March,2018,Pharmacy,Institution,235500.0
43806,Victomax,July,2017,Hospital,Private,235494.0
25242,Invisteride Diclomycin,May,2018,Pharmacy,Retail,235492.0
3277,Adtiza Gammaluble,December,2020,Pharmacy,Retail,235492.0
44064,Victomine,November,2018,Hospital,Private,235470.0
16432,Dasagestin,January,2017,Hospital,Private,235460.0
24653,Interfeferon Aspipex,March,2017,Hospital,Government,235456.0
14090,Clindaracil,April,2017,Pharmacy,Retail,235453.0
3206,Adriafinil Ehtymara,October,2018,Hospital,Private,235400.0
30588,Neuropogen Empibax,November,2018,Pharmacy,Retail,235345.0
1494,Aciprex,October,2017,Pharmacy,Retail,235339.0
10385,Arivac,June,2020,Hospital,Private,235305.0
10299,Arivac,August,2018,Pharmacy,Retail,235305.0
8508,Androporin,May,2020,Hospital,Government,235263.0
6265,Alimmethate Insudase,September,2018,Hospital,Government,235248.0
6634,Allomenda,October,2018,Pharmacy,Retail,235221.0
29588,Menogine,June,2017,Pharmacy,Retail,235214.0
29568,Menogine,January,2020,Pharmacy,Retail,235214.0
29532,Menogine,December,2019,Pharmacy,Retail,235214.0
27716,Liomulin,May,2018,Hospital,Private,235200.0
26779,Lacoplex Hyaluvance,November,2018,Pharmacy,Retail,235136.0
43027,Trazozaprine,February,2019,Hospital,Private,235056.0
6689,Alpharolac,August,2020,Pharmacy,Institution,235053.0
39419,Symdocet,February,2020,Hospital,Government,235000.0
30761,Nevanide Actozide,May,2018,Hospital,Private,234992.0
1312,Acelimus,October,2020,Hospital,Private,234990.0
19762,Epzipitant,October,2018,Hospital,Government,234956.0
28614,Magnemunex,January,2020,Pharmacy,Institution,234949.0
728,Abranatal Lysoprosate,November,2020,Pharmacy,Institution,234945.0
35627,Relenstrel Exurabine,February,2019,Pharmacy,Retail,234896.0
34579,Pulmogen Alitora,November,2018,Hospital,Government,234861.0
23673,Imiderm Vibranovate,July,2018,Hospital,Government,234780.0
18630,Doxivorin,October,2019,Pharmacy,Retail,234780.0
39784,Tacrodomide,December,2020,Hospital,Private,234780.0
43928,Victomine,April,2019,Pharmacy,Retail,234765.0
42489,Travoloride,July,2019,Pharmacy,Retail,234715.0
20207,Exotropin Empizine,December,2018,Hospital,Private,234715.0
12669,Cephovelam,June,2019,Hospital,Government,234686.0
12723,Cephovelam,November,2020,Pharmacy,Institution,234686.0
2911,Adriacaine,February,2020,Hospital,Private,234650.0
11672,Betanem,February,2019,Pharmacy,Retail,234624.0
12069,Biotasol Siloderm,January,2019,Pharmacy,Retail,234617.0
5655,Alemtuvatol Megalinum,May,2020,Hospital,Government,234608.0
8668,Angioparin Brimosumab,June,2020,Hospital,Government,234608.0
8369,Androporin,April,2017,Hospital,Government,234604.0
14105,Clindaracil,August,2017,Pharmacy,Retail,234588.0
42269,Tracdomide,February,2019,Pharmacy,Retail,234544.0
6739,Alpharolac,July,2017,Hospital,Government,234520.0
11371,Belavarix Benzabicin,May,2019,Pharmacy,Retail,234490.0
167,Abatatriptan,October,2018,Pharmacy,Retail,234472.0
21888,Fosinofen,April,2019,Pharmacy,Retail,234465.0
25560,Ketamara Evogel,January,2018,Pharmacy,Retail,234432.0
25086,Interzide,October,2018,Pharmacy,Institution,234360.0
3157,Adriafinil Ehtymara,March,2018,Hospital,Government,234330.0
29814,Metapatch,May,2018,Pharmacy,Retail,234330.0
43304,Ultrimax Ultriset,November,2018,Hospital,Private,234299.0
40452,Testant,May,2020,Pharmacy,Institution,234240.0
20860,Fentalac,March,2019,Pharmacy,Retail,234222.0
4898,Alarudin Azarolac,May,2020,Pharmacy,Retail,234171.0
32737,Presetron,August,2017,Pharmacy,Institution,234144.0
