,Product Name,Year,Month,Sales
11065,Victomax,2019,August,930139.0
4041,Dantolac Pazocor,2017,November,930002.0
579,Adalatamine,2017,February,928980.0
5261,Fentalac,2019,July,928854.0
2197,Angioparin Brimosumab,2020,August,928202.0
3211,Cephovelam,2020,March,927904.0
7842,Novakyn Tracprox,2018,June,927648.0
26,Abatatriptan,2019,December,927500.0
5528,Fosinofen,2017,May,927465.0
9600,Spiroderall,2017,April,927260.0
3336,Choriogestrel,2019,April,927184.0
7004,Liomulin,2020,May,927080.0
5602,Ganineva Agenium,2019,October,927030.0
8619,Pulmodiol Adalaxime,2019,February,926860.0
4690,Doxivorin,2019,October,926736.0
6856,Lansopril Acribax,2020,January,926436.0
4441,Diazemid Felcept,2019,August,926243.0
416,Aclonuma,2019,May,926196.0
4776,Effidomide Evofribrate,2019,April,925956.0
7996,Panpion,2019,January,925896.0
7188,Lovepion,2020,April,925888.0
2385,Apromin,2019,November,925875.0
3260,Cephozumab Synmethate,2020,May,925440.0
8700,Pulmogen Alitora,2018,April,925210.0
3798,Cordamectin Actolamin,2017,June,924840.0
11346,Zonitonin,2018,June,924112.0
2570,Argalazine Abostryl,2019,December,923317.0
8343,Primapion,2020,February,922992.0
10755,Travosoline Capolac,2017,February,922930.0
1798,Amamadin,2018,October,922622.0
5608,Ganineva Agenium,2020,January,922350.0
8294,Presetron,2020,December,922104.0
3869,Cortirodine Alimcline,2019,July,921984.0
618,Adalatamine,2020,June,921834.0
4174,Dasagestin,2020,October,921382.0
10842,Trazobalamin,2020,June,921258.0
4559,Diprotaine,2020,September,921246.0
4926,Eproline,2019,June,921180.0
7360,Malaxolol Aeroprosyn,2018,January,921170.0
3748,Comzyme,2017,January,921120.0
10239,Tetalamide,2018,February,921060.0
3241,Cephozumab Synmethate,2019,August,920832.0
5108,Exotropin Empizine,2018,May,920805.0
3326,Choriogestrel,2018,December,920591.0
7074,Lovavatol Azelavarix,2018,June,919550.0
9501,Sevotrana Tiafoxin,2020,November,919540.0
11350,Zonitonin,2018,October,918414.0
4907,Eproline,2017,September,918060.0
3949,Cyclovital,2018,August,918012.0
664,Adideine,2020,January,918012.0
3067,Biotasol Siloderm,2020,March,917953.0
4575,Docstryl Rivacin,2018,February,917607.0
8652,Pulmofine,2018,April,917104.0
9930,Symbitrim,2020,June,917096.0
6555,Kinenadryl,2019,February,916504.0
7395,Megenorphine,2017,February,916158.0
7843,Novakyn Tracprox,2018,March,916128.0
9178,Robapril,2017,October,915966.0
5263,Fentalac,2019,March,915876.0
2330,Aprerase,2019,December,915486.0
9921,Symbitrim,2019,November,914952.0
1768,Alpradipine,2020,January,914475.0
9105,Requimadin,2019,November,914328.0
9617,Spiroderall,2018,July,914200.0
4281,Dexmebital Acanplan,2017,November,913750.0
10906,Ultrimax Ultriset,2017,October,913524.0
424,Aclonuma,2020,January,913398.0
4132,Dasagestin,2017,January,913276.0
9843,Symbisine Prednimadin,2017,February,913216.0
1778,Amamadin,2017,December,912640.0
4590,Docstryl Rivacin,2019,June,912084.0
5406,Finanel,2019,June,911756.0
583,Adalatamine,2017,March,911512.0
742,Adriacaine,2018,October,911164.0
5402,Finanel,2019,December,910932.0
5855,Hydroxyprosyn,2020,September,910580.0
6407,Ionclotide,2018,September,910533.0
5196,Factolamide,2018,April,910455.0
2551,Argalazine Abostryl,2017,March,909972.0
10519,Topifribrate,2017,March,909765.0
2406,Apronazol,2017,June,909544.0
2643,Asparathasone Unipan,2017,February,909279.0
2909,Benzoprox,2019,July,909084.0
7685,Neuropogen Empibax,2017,July,908710.0
10693,Tracdomide,2020,August,908584.0
10705,Travoloride,2017,August,908245.0
7651,Morphizolid Tianalin,2018,March,908208.0
2773,Atomorelin,2020,August,907980.0
6484,Ketastadil,2017,January,907970.0
10775,Travosoline Capolac,2018,September,907680.0
619,Adalatamine,2020,March,907542.0
4409,Diaxolol,2020,July,907290.0
425,Aclonuma,2020,July,907236.0
3947,Cyclovital,2017,September,907180.0
6607,Kinerinex,2019,March,907094.0
10522,Topifribrate,2017,October,906660.0
5839,Hydroxyprosyn,2019,March,906620.0
150,Abranatal Lysoprosate,2017,June,906411.0
7055,Lovapur,2020,September,906395.0
3393,Choriotrisin,2019,November,906003.0
9909,Symbitrim,2018,November,905840.0
9342,Saprodeine Zanprosyn,2019,June,905795.0
7167,Lovepion,2018,February,905760.0
8558,Propratecan,2018,December,905696.0
11481,Zyvance,2017,November,905369.0
6456,Ketamara Evogel,2019,April,905344.0
335,Acelimus,2020,September,904898.0
4818,Effigine Propraprex,2018,June,904800.0
4425,Diazemid Felcept,2017,November,904788.0
2326,Aprerase,2018,October,904596.0
11146,Xenaderal,2017,October,904388.0
2195,Angioparin Brimosumab,2019,September,904332.0
8061,Paronium Atracustone,2020,November,904176.0
205,Abtasol,2018,August,904046.0
7988,Panpion,2018,May,903752.0
566,Acycpex,2020,December,903720.0
10661,Tracdomide,2017,July,903652.0
2163,Angioparin Brimosumab,2017,February,903650.0
7566,Methiclotide,2019,June,903634.0
9250,Rositroban,2019,October,903318.0
534,Acycpex,2017,June,903210.0
10636,Topitaine,2019,January,903199.0
10947,Veratorol Ciclovatol,2017,February,902902.0
5236,Fentalac,2017,January,902898.0
7768,Nevanide Actozide,2020,January,902091.0
9769,Sumanazole,2019,August,901945.0
1637,Allomenda,2017,July,900950.0
5440,Flutacerol,2018,January,900705.0
8726,Pulmogen Alitora,2020,December,900624.0
7699,Neuropogen Empibax,2018,March,900240.0
1404,Alemtuvatol Megalinum,2018,April,900240.0
9353,Saprodeine Zanprosyn,2020,July,900205.0
10400,Theopril,2019,May,900096.0
5385,Finanel,2017,November,900014.0
783,Adriafinil Ehtymara,2018,February,899870.0
10993,Vibratosine Alemtrace,2017,August,899805.0
6328,Interzide,2020,January,899640.0
2183,Angioparin Brimosumab,2018,September,899558.0
852,Adtiza Gammaluble,2020,April,899480.0
10399,Theopril,2019,March,899328.0
7807,Nisorase,2019,March,899184.0
1725,Alpharolac,2020,November,899171.0
4677,Doxivorin,2018,November,898872.0
2717,Aspinavir Silovance,2019,July,898713.0
9306,Sanctumine,2020,June,898470.0
774,Adriafinil Ehtymara,2017,June,898265.0
1503,Alglutriptan,2018,February,898184.0
6424,Ionclotide,2020,January,897913.0
7652,Morphizolid Tianalin,2018,May,897820.0
2228,Antaparin Varizyme,2018,May,897750.0
6964,Liomulin,2017,January,897680.0
2578,Argalazine Abostryl,2019,October,897412.0
6649,Kinovatol,2019,August,897250.0
7154,Lovepion,2017,December,897056.0
8005,Panpion,2020,August,896832.0
3192,Cephovelam,2019,April,896468.0
8037,Paronium Atracustone,2018,November,896310.0
3342,Choriogestrel,2019,June,896301.0
5957,Imiderm Vibranovate,2017,July,896220.0
10800,Trazobalamin,2017,April,896112.0
10291,Tetratanyl,2018,March,895783.0
4817,Effigine Propraprex,2018,July,895752.0
5259,Fentalac,2019,February,895482.0
4958,Epzipitant,2018,December,895478.0
4984,Epzipitant,2020,January,895478.0
6668,Kinovatol,2020,May,895400.0
8687,Pulmofine,2020,September,895088.0
5613,Ganineva Agenium,2020,November,895050.0
1807,Amamadin,2019,March,894815.0
10234,Tetalamide,2017,October,894400.0
2905,Benzoprox,2019,August,894316.0
368,Aciprex,2019,May,894204.0
9310,Sanctumine,2020,October,893702.0
2567,Argalazine Abostryl,2018,September,893644.0
9130,Ribabyclor,2017,October,892976.0
9899,Symbitrim,2017,September,892440.0
6353,Invisteride Diclomycin,2018,July,892248.0
7028,Lovapur,2018,May,892069.0
1261,Albudazole Erobloc,2018,August,891792.0
9911,Symbitrim,2018,September,891368.0
8537,Propralamide Dexlanzolam,2020,July,891089.0
9848,Symbisine Prednimadin,2017,May,891024.0
10354,Thalilamide,2019,October,890520.0
6952,Lioletine Refliruvax,2020,January,890445.0
3979,Cyclovital,2020,March,890255.0
4165,Dasagestin,2020,August,890116.0
6009,Imiformin Transmunex,2017,November,890000.0
381,Aciprex,2020,November,889994.0
4943,Eproline,2020,September,889980.0
4377,Diaxolol,2017,November,889695.0
2765,Atomorelin,2019,July,889665.0
8986,Relenstrel Exurabine,2017,October,889552.0
8182,Pentastrin,2018,October,889133.0
385,Aclonuma,2017,August,888750.0
4811,Effigine Propraprex,2017,September,888212.0
10129,Tesnorphine Silotamine,2017,August,888096.0
5705,Halciramine,2020,July,887939.0
793,Adriafinil Ehtymara,2019,August,887565.0
4770,Effidomide Evofribrate,2018,June,887400.0
7002,Liomulin,2020,June,887390.0
927,Afinitasol,2018,February,887172.0
5649,Halcifergen Nevazone,2019,November,886790.0
1576,Alimmethate Insudase,2020,January,886704.0
153,Abranatal Lysoprosate,2017,November,886662.0
7333,Malavirine Alimdine,2020,August,886652.0
2243,Antaparin Varizyme,2019,September,885951.0
7329,Malavirine Alimdine,2019,November,885885.0
6514,Ketastadil,2019,October,885843.0
3522,Claripenem,2018,June,885696.0
6924,Lioletine Refliruvax,2018,April,885660.0
3532,Claripenem,2019,January,885248.0
9493,Sevotrana Tiafoxin,2020,August,885040.0
10550,Topifribrate,2020,December,884304.0
10572,Topipizole,2018,April,884304.0
5523,Fosinofen,2017,February,883960.0
8858,Ranediol,2019,December,883804.0
6978,Liomulin,2018,June,883470.0
5934,Ibrulinum,2019,June,883310.0
3068,Biotasol Siloderm,2020,May,883264.0
6863,Lansopril Acribax,2020,September,883140.0
7166,Lovepion,2018,December,882912.0
2690,Aspinavir Silovance,2017,December,882243.0
13,Abatatriptan,2018,August,882238.0
8351,Primapion,2020,September,882156.0
426,Aclonuma,2020,June,882114.0
8751,Quiniprosyn,2018,February,881990.0
7469,Menogine,2019,July,881496.0
7789,Nisorase,2018,August,881106.0
3839,Cordamectin Actolamin,2020,September,880800.0
3038,Biotasol Siloderm,2018,December,880653.0
9011,Relenstrel Exurabine,2019,September,880648.0
1254,Albudazole Erobloc,2017,June,880532.0
4722,Duraprazole Agalsixolol,2018,June,880500.0
6641,Kinovatol,2018,July,880230.0
4001,Dantocept Ferurenone,2018,July,880169.0
2340,Aprerase,2020,April,879912.0
4199,Decidenu Galantrigine,2018,September,879690.0
939,Afinitasol,2019,February,879450.0
6297,Interzide,2017,November,878640.0
6305,Interzide,2018,July,878640.0
6979,Liomulin,2018,March,878570.0
4179,Decidenu Galantrigine,2017,February,878510.0
195,Abtasol,2017,February,878410.0
2627,Arivac,2019,September,878283.0
2025,Ampinonide,2017,November,877920.0
7609,Microroban Afatigomar,2019,August,877608.0
3055,Biotasol Siloderm,2019,March,877296.0
11052,Victomax,2018,April,877184.0
149,Abranatal Lysoprosate,2017,July,877128.0
10627,Topitaine,2018,March,876832.0
3706,Cogxone Levanide,2017,October,876708.0
1527,Alglutriptan,2020,February,876512.0
9412,Sevoderm,2017,January,876486.0
8322,Primapion,2018,June,875760.0
8167,Pentastrin,2017,March,875714.0
1654,Allomenda,2018,October,875626.0
7381,Malaxolol Aeroprosyn,2020,August,875488.0
5686,Halciramine,2018,October,875260.0
4115,Darlofen,2019,September,874732.0
6357,Invisteride Diclomycin,2018,November,874620.0
4947,Epzipitant,2017,February,874472.0
6623,Kinerinex,2020,September,874097.0
4987,Epzipitant,2020,March,873694.0
9028,Relenvice,2017,January,873477.0
11355,Zonitonin,2019,February,873348.0
5549,Fosinofen,2019,July,873180.0
5928,Ibrulinum,2019,April,873050.0
3236,Cephozumab Synmethate,2018,May,872448.0
6042,Imiformin Transmunex,2020,June,872400.0
8708,Pulmogen Alitora,2018,May,872156.0
7921,Palodizem,2017,August,871938.0
9397,Secrelazine Insonamic,2020,August,871664.0
10672,Tracdomide,2018,January,871320.0
558,Acycpex,2019,June,871080.0
2239,Antaparin Varizyme,2019,March,871074.0
592,Adalatamine,2018,January,871018.0
1163,Aggretisol,2017,September,870626.0
9756,Sumanazole,2018,April,870205.0
7606,Microroban Afatigomar,2018,October,869960.0
6308,Interzide,2018,May,869820.0
5795,Hepavice,2019,September,869540.0
7532,Metapatch,2020,May,868992.0
2369,Apromin,2018,July,868875.0
8576,Propratecan,2019,May,868868.0
9892,Symbitrim,2017,January,868320.0
5551,Fosinofen,2019,March,867405.0
1288,Albudazole Erobloc,2020,January,867020.0
1417,Alemtuvatol Megalinum,2019,August,866822.0
10861,Trazozaprine,2018,August,866592.0
10660,Tracdomide,2017,January,866388.0
11492,Zyvance,2018,May,866286.0
5465,Flutacerol,2020,July,865690.0
5195,Factolamide,2017,September,865260.0
2038,Ampinonide,2018,October,865024.0
4621,Dorzovorin Pentadarone,2018,August,864772.0
1211,Alarudin Azarolac,2017,September,864675.0
6363,Invisteride Diclomycin,2019,February,864224.0
5794,Hepavice,2019,October,864220.0
9018,Relenstrel Exurabine,2020,June,864112.0
1831,Amavirase,2017,March,863938.0
10883,Trazozaprine,2019,September,863760.0
1861,Amavirase,2020,August,863451.0
8588,Propratecan,2020,May,863412.0
4834,Effigine Propraprex,2019,October,863330.0
2033,Ampinonide,2018,July,863288.0
5290,Fentatrol Rapatelase,2017,October,862872.0
740,Adriacaine,2018,May,862790.0
2964,Betanem,2020,April,862732.0
11246,Zarostral,2018,December,862497.0
2720,Aspinavir Silovance,2019,May,862479.0
4820,Effigine Propraprex,2018,May,862199.0
6827,Lansopril Acribax,2017,September,861984.0
5414,Finanel,2020,December,861492.0
10655,Topitaine,2020,September,861322.0
7358,Malaxolol Aeroprosyn,2018,December,860930.0
7507,Metapatch,2018,March,860670.0
9434,Sevoderm,2019,December,860574.0
8624,Pulmodiol Adalaxime,2019,May,860263.46154
10588,Topipizole,2019,January,860016.0
3222,Cephozumab Synmethate,2017,June,859392.0
7461,Menogine,2018,November,859236.0
4439,Diazemid Felcept,2018,September,858813.0
8849,Ranediol,2018,July,858541.0
5313,Fentatrol Rapatelase,2019,November,858292.0
3119,Brimorix Amonine,2020,September,858088.0
5106,Exotropin Empizine,2018,June,858005.0
8694,Pulmogen Alitora,2017,June,857922.0
7777,Nisorase,2017,August,857919.0
5059,Exexone,2018,March,857293.0
3297,Ceretosine,2019,November,857157.0
2761,Atomorelin,2019,August,856920.0
6125,Insozyme,2019,July,856740.0
2270,Antilamin Clinbital,2018,December,856560.0
68,Abilovir Aprotasol,2018,May,856496.0
1279,Albudazole Erobloc,2019,March,856323.0
7936,Palodizem,2018,January,856260.0
8522,Propralamide Dexlanzolam,2019,December,855899.0
234,Abtasol,2020,June,855790.0
7242,Magnemunex,2020,June,855738.0
496,Acycnafine Microvate,2018,January,855400.0
8780,Quiniprosyn,2020,May,854845.0
5277,Fentalac,2020,November,854694.0
2258,Antilamin Clinbital,2017,December,854568.0
2314,Aprerase,2017,October,854502.0
2898,Benzoprox,2018,June,853988.0
7973,Panpion,2017,July,853928.0
4756,Effidomide Evofribrate,2017,January,853128.0
5737,Hemavate Spirolinum,2019,August,853020.0
193,Abtasol,2017,August,852774.0
473,Acubulin,2020,July,852600.0
8648,Pulmofine,2017,May,852432.0
10279,Tetratanyl,2017,March,852348.0
5599,Ganineva Agenium,2019,March,852150.0
2245,Antaparin Varizyme,2020,August,852093.0
7714,Neuropogen Empibax,2019,October,851840.0
3551,Claripenem,2020,September,851648.0
6968,Liomulin,2017,May,851620.0
2103,Ampysin,2020,February,851229.0
2604,Arivac,2018,April,851067.0
10610,Topitaine,2017,December,850982.0
8063,Paronium Atracustone,2020,September,850770.0
4415,Diaxolol,2020,September,850680.0
6342,Invisteride Diclomycin,2017,June,850212.0
5118,Exotropin Empizine,2019,June,850155.0
959,Afinitasol,2020,September,849992.0
3070,Biotasol Siloderm,2020,October,849321.0
339,Aciprex,2017,February,849157.0
4456,Diazemid Felcept,2020,January,849005.0
3272,Ceretosine,2017,May,848925.0
2801,Atrabicin Alkerotec,2018,July,848841.0
7730,Nevanide Actozide,2017,December,848754.0
7544,Methiclotide,2017,May,848674.0
10792,Travosoline Capolac,2020,January,848510.0
4545,Diprotaine,2019,November,848424.0
5217,Factolamide,2019,November,848010.0
4492,Diprolimus,2019,January,847658.0
3032,Biotasol Siloderm,2017,May,847083.0
2073,Ampysin,2017,November,846855.0
7443,Menogine,2017,February,846622.0
1050,Afretosine,2020,June,845976.0
779,Adriafinil Ehtymara,2017,September,845835.0
10173,Tesnorphine Silotamine,2020,November,845669.0
10441,Thionide,2019,August,845353.0
5031,Ergomethate,2020,February,844996.0
5206,Factolamide,2018,October,844905.0
5242,Fentalac,2017,October,844806.0
10368,Theopril,2017,April,844800.0
6064,Immurenol Temarate,2018,January,844764.0
9761,Sumanazole,2018,July,844284.0
8861,Ranediol,2019,July,844105.0
4931,Eproline,2019,September,843960.0
4033,Dantolac Pazocor,2017,August,843880.0
7449,Menogine,2017,November,843654.0
3810,Cordamectin Actolamin,2018,June,842999.0
4088,Darlofen,2017,May,842997.0
10743,Travoloride,2020,February,842305.0
2695,Aspinavir Silovance,2017,March,842166.0
3822,Cordamectin Actolamin,2019,June,841898.0
10895,Trazozaprine,2020,September,841812.0
7798,Nisorase,2018,October,841806.0
9497,Sevotrana Tiafoxin,2020,July,841800.0
9198,Robapril,2019,June,841674.0
10927,Ultrimax Ultriset,2019,March,841163.0
7668,Morphizolid Tianalin,2020,April,840686.0
11088,Victomine,2017,April,840360.0
537,Acycpex,2017,November,839970.0
10754,Travosoline Capolac,2017,December,839970.0
11168,Xenaderal,2019,May,839700.0
5941,Ibrulinum,2020,August,839610.0
4121,Darlofen,2020,July,839535.0
9189,Robapril,2018,November,839409.0
3094,Brimorix Amonine,2018,October,839382.0
1551,Alimmethate Insudase,2018,February,839280.0
7171,Lovepion,2018,March,838848.0
8155,Penitrana,2020,March,838794.0
8033,Paronium Atracustone,2018,July,838764.0
11331,Zonitonin,2017,February,838642.0
2805,Atrabicin Alkerotec,2018,November,838632.0
1662,Allomenda,2019,June,838614.0
9896,Symbitrim,2017,May,837232.0
5681,Halciramine,2018,July,837223.0
6414,Ionclotide,2019,June,836706.0
8573,Propratecan,2019,July,836132.0
4155,Dasagestin,2019,February,836076.0
8333,Primapion,2019,July,835416.0
2476,Aquamycin Lacoran,2019,January,835245.0
1451,Algluconium Dorzofoxin,2017,September,835237.0
9967,Symdocet,2019,March,835190.0
6350,Invisteride Diclomycin,2018,December,834844.0
1164,Aggretisol,2018,April,834732.0
10543,Topifribrate,2019,March,834624.0
6296,Interzide,2017,May,834540.0
4031,Dantocept Ferurenone,2020,September,834426.0
9957,Symdocet,2018,November,834250.0
5569,Ganineva Agenium,2017,August,834210.0
2684,Asparathasone Unipan,2020,May,834156.0
8853,Ranediol,2018,November,834080.0
1234,Alarudin Azarolac,2019,October,834057.0
6006,Imiformin Transmunex,2017,June,834000.0
5979,Imiderm Vibranovate,2019,February,833040.0
5646,Halcifergen Nevazone,2019,June,832830.0
10364,Thalilamide,2020,May,832710.0
10770,Travosoline Capolac,2018,June,832650.0
4332,Dexmeprazole Transnuvia,2018,April,831960.0
2226,Antaparin Varizyme,2018,June,831573.0
8207,Pentastrin,2020,September,831481.0
10752,Travosoline Capolac,2017,April,831430.0
6117,Insozyme,2018,November,831195.0
7752,Nevanide Actozide,2019,April,830975.0
7355,Malaxolol Aeroprosyn,2017,September,830810.0
9862,Symbisine Prednimadin,2018,October,830528.0
4643,Dorzovorin Pentadarone,2019,September,830168.0
8776,Quiniprosyn,2020,January,829925.0
7736,Nevanide Actozide,2017,May,829429.0
4602,Docstryl Rivacin,2020,June,829239.0
4836,Effigine Propraprex,2020,April,829023.0
6742,Lacoplex Hyaluvance,2018,October,828988.0
5922,Ibrulinum,2018,June,828970.0
8698,Pulmogen Alitora,2017,October,828807.0
2214,Antaparin Varizyme,2017,June,828495.0
2699,Aspinavir Silovance,2017,September,828441.0
5431,Flutacerol,2017,March,828440.0
2556,Argalazine Abostryl,2018,April,828332.0
10615,Topitaine,2017,March,828234.0
10694,Tracdomide,2020,December,828028.0
9758,Sumanazole,2018,December,827885.0
9781,Sumanazole,2020,August,827885.0
6814,Lactubucil,2020,October,827775.0
78,Abilovir Aprotasol,2019,June,827175.0
1038,Afretosine,2019,June,826988.0
3057,Biotasol Siloderm,2019,November,826941.0
441,Acubulin,2017,November,826140.0
2125,Androporin,2018,August,825727.0
1764,Alpradipine,2020,April,825475.0
1645,Allomenda,2018,August,825465.0
6770,Lactubucil,2017,December,825435.0
4040,Dantolac Pazocor,2017,May,825384.0
