,Product Class,City,Customer Name,Sales
2451,Antipiretics,Fulda,"Brakus, Rempel and Harber Pharmacy",2937357.0
258,Analgesics,Hamburg,Barrows-Kohler Pharm,2937066.0
2958,Antipiretics,Winsen,Sauer-Herzog Pharmacy,2933002.0
4466,Mood Stabilizers,Wittmund,Prohaska-Kuhic Pharmaceutical Limited,2932162.0
2579,Antipiretics,Kiel,Lockman-Welch ,2929957.0
3704,Antiseptics,Wiesbaden,Runolfsson-Powlowski Pharmaceutical Limited,2929831.0
828,Antibiotics,Bottrop,Streich PLC ,2928724.0
4029,Mood Stabilizers,Hennigsdorf,Leffler-Russel Pharmaceutical Limited,2928137.0
175,Analgesics,Esslingen,"Cormier, Dietrich and Zulauf Pharmaceutical Limited",2928098.0
3403,Antiseptics,Löhne,Koss Ltd Pharmaceutical Ltd,2926786.0
3105,Antiseptics,Böblingen,Balistreri Group Pharm,2924785.0
3315,Antiseptics,Kaiserslautern,Schaden-Hirthe ,2922112.0
952,Antibiotics,Fürth,Fritsch-Hauck Pharmaceutical Ltd,2921173.0
3613,Antiseptics,Soest,Senger-Kirlin Pharma Plc,2920629.0
609,Analgesics,Soest,Senger-Kirlin Pharma Plc,2919198.0
3927,Mood Stabilizers,Eschweiler,Crona PLC Pharmacy,2918396.0
870,Antibiotics,Coesfeld,Barrows-Kohler Pharma Plc,2917836.0
2459,Antipiretics,Geesthacht,"Corkery, Trantow and Ferry Pharma Plc",2916803.0
1257,Antibiotics,Parchim,"Rosenbaum, Klein and Herzog Pharma Plc",2916692.0
1445,Antibiotics,Wesseling,"Kuphal, D'Amore and Bode Pharmacy",2916153.0
2648,Antipiretics,Ludwigsburg,"Block, Thiel and Kuphal Pharmaceutical Limited",2915754.0
3188,Antiseptics,Forst,"Kertzmann, Quitzon and Harris Pharmaceutical Limited",2915585.0
3705,Antiseptics,Wiesloch,Osinski-Botsford Pharmacy,2915490.0
1865,Antimalarial,Lampertheim,Beier PLC Pharma Plc,2911808.0
585,Analgesics,Schorndorf,"Herman, Rice and Rippin Pharmaceutical Limited",2910321.0
1580,Antimalarial,Bramsche,Konopelski-Blick Pharmaceutical Limited,2909995.0
3577,Antiseptics,Saarlouis,Dach Ltd Pharm,2908411.0
2618,Antipiretics,Landsberg,Veum and Sons Pharmaceutical Limited,2906236.0
3022,Antiseptics,Arnstadt,Boyer and Sons Pharmaceutical Ltd,2904783.0
3186,Antiseptics,Flensburg,Jacobs-Jones Pharmaceutical Ltd,2904007.0
4026,Mood Stabilizers,Heinsberg,Miller-Satterfield Pharm,2903810.0
3631,Antiseptics,Stendal,Schaefer LLC Pharma Plc,2903666.0
2483,Antipiretics,Greiz,"Parisian, Hagenes and Skiles Pharm",2903018.0
753,Antibiotics,Achern,"Reynolds, Jast and Mante ",2902055.0
932,Antibiotics,Filderstadt,Fadel-West Pharmaceutical Ltd,2901705.0
846,Antibiotics,Burgdorf,Kreiger Inc ,2900732.0
3238,Antiseptics,Grimma,Nader-Borer Pharmaceutical Limited,2900716.0
2886,Antipiretics,Stuttgart,"Zieme, Doyle and Kunze Pharm",2898775.0
3473,Antiseptics,Nordhorn,"Denesik, Walter and Beatty ",2898524.0
941,Antibiotics,Freiburg im Breisgau,Abernathy and Sons ,2898468.0
3947,Mood Stabilizers,Freital,Erdman PLC Pharma Plc,2898420.0
1075,Antibiotics,Kerpen,Nader-Borer Pharm,2898058.0
3804,Mood Stabilizers,Bergheim,"Spinka, Schowalter and Conn ",2894259.0
3624,Antiseptics,Stadthagen,"Gerhold, Mills and Effertz Pharma Plc",2892925.0
1370,Antibiotics,Stade,Vandervort LLC Pharm,2884942.0
3399,Antiseptics,Ludwigsburg,"Block, Thiel and Kuphal Pharmaceutical Limited",2881303.0
4185,Mood Stabilizers,Minden,"Casper, Hyatt and Jakubowski Pharmacy",2881293.0
3489,Antiseptics,Oldenburg,"Nolan, DuBuque and Schultz ",2877935.0
2440,Antipiretics,Frankfurt (Oder),"Parker, Green and Emmerich Pharmacy",2876827.0
2792,Antipiretics,Rastatt,Koss-Beier Pharmaceutical Limited,2875580.0
580,Analgesics,Sankt Ingbert,Jast-Cruickshank Pharmacy,2875514.0
2882,Antipiretics,Stralsund,Kozey Ltd Pharmacy,2874873.0
33,Analgesics,Bad Oldesloe,"Prohaska, Bogisich and Gutkowski Pharm",2874365.0
3439,Antiseptics,Munich,Upton PLC Pharma Plc,2873184.0
3359,Antiseptics,Königs Wusterhausen,Lesch PLC Pharma Plc,2873114.0
4243,Mood Stabilizers,Olsztyn,Keeling LLC Pharmacy,2873110.0
1668,Antimalarial,Erftstadt,Doyle-Tillman Pharm,2871548.0
371,Analgesics,Leer,Heidenreich Group Pharmacy,2870913.0
4197,Mood Stabilizers,Mülheim,Fritsch LLC Pharmaceutical Ltd,2869349.0
3461,Antiseptics,Neuss,"Schowalter, Runolfsson and VonRueden Pharmaceutical Limited",2868512.0
4014,Mood Stabilizers,Hameln,Watsica-Kovacek Pharmacy,2867492.0
166,Analgesics,Erftstadt,Doyle-Tillman Pharm,2867409.0
2271,Antipiretics,Arnstadt,Boyer and Sons Pharmaceutical Ltd,2865744.0
1018,Antibiotics,Heidelberg,Beier PLC ,2864982.0
3088,Antiseptics,Bretten,Collins-Schmidt Pharmaceutical Limited,2864652.0
958,Antibiotics,Geilenkirchen,Tillman Group Pharmaceutical Limited,2864569.0
1460,Antibiotics,Wittenberg,Runte-Marquardt Pharm,2860865.0
2413,Antipiretics,Elmshorn,"Reynolds, Jast and Mante Pharm",2859285.0
869,Antibiotics,Coburg,"Schmitt, Berge and Haley Pharmaceutical Ltd",2856775.0
425,Analgesics,Mettmann,Lockman Ltd Pharm,2856596.0
694,Analgesics,Wesseling,"Kuphal, D'Amore and Bode Pharmacy",2855871.0
4160,Mood Stabilizers,Lünen,Gerlach PLC Pharmaceutical Ltd,2852159.0
768,Antibiotics,Arnsberg,Hayes-Kilback Pharma Plc,2850607.0
584,Analgesics,Schmallenberg,"Steuber, Hills and Botsford Pharma Plc",2850412.0
3708,Antiseptics,Winnenden,"Brakus, Rempel and Harber Pharm",2849721.0
3688,Antiseptics,Weimar,Terry-Kub Pharma Plc,2849610.0
3422,Antiseptics,Meißen,"Harris, Daugherty and Okuneva Pharmaceutical Limited",2847671.0
1758,Antimalarial,Haldensleben,"Fritsch, Hodkiewicz and Sipes Pharmacy",2846401.0
4119,Mood Stabilizers,Landau,Trantow LLC Pharmacy,2846264.0
2692,Antipiretics,Mühlacker,Crist LLC ,2844546.0
799,Antibiotics,Bensheim,Schuppe Inc ,2841489.0
3375,Antiseptics,Leer,Heidenreich Group Pharmacy,2841249.0
4131,Mood Stabilizers,Leinfelden-Echterdingen,Rogahn-Klein Pharma Plc,2840922.0
102,Analgesics,Bühl,Rosenbaum-Tromp Pharm,2839754.0
621,Analgesics,Starnberg,"Blanda, Stehr and Gleason Pharma Plc",2838426.0
3044,Antiseptics,Baesweiler,"Parker, Green and Emmerich Pharma Plc",2836971.0
571,Analgesics,Saalfeld,Ondricka Ltd ,2835789.0
229,Analgesics,Greifswald,Boyer and Sons ,2835208.0
3666,Antiseptics,Vaihingen an der Enz,Kihn Group Pharm,2835175.0
1321,Antibiotics,Rösrath,Leannon-West ,2833961.0
2653,Antipiretics,Lörrach,Rowe PLC ,2833546.0
2910,Antipiretics,Ulm,Mann-Waelchi Pharma Plc,2830278.0
2516,Antipiretics,Hannover,Predovic LLC Pharmaceutical Ltd,2829404.0
3852,Mood Stabilizers,Buxtehude,"Parisian, Hagenes and Skiles Pharmacy",2828742.0
3604,Antiseptics,Siegburg,Heller-Abernathy Pharmaceutical Limited,2827087.0
3279,Antiseptics,Heppenheim,"Bogan, Jacobs and Kris Pharmaceutical Ltd",2826412.0
4467,Mood Stabilizers,Wolfenbüttel,"Hahn, Rutherford and Gislason Pharmacy",2826355.0
625,Analgesics,Steinfurt,Wehner-Stehr ,2825824.0
270,Analgesics,Heiligenhaus,Kozey-Schroeder Pharm,2824339.0
3050,Antiseptics,Bayreuth,"Nitzsche, Effertz and Maggio ",2821969.0
2671,Antipiretics,Meißen,"Harris, Daugherty and Okuneva Pharmaceutical Limited",2821179.0
207,Analgesics,Geilenkirchen,Tillman Group Pharmaceutical Limited,2820394.0
4381,Mood Stabilizers,Steinheim am Main,"Daniel, Baumbach and Nitzsche ",2820262.0
1561,Antimalarial,Biberach,Fritsch LLC Pharm,2820235.0
3455,Antiseptics,Neubrandenburg,Walter Ltd Pharmaceutical Limited,2819356.0
2133,Antimalarial,Strausberg,Raynor LLC Pharmaceutical Limited,2817965.0
2432,Antipiretics,Falkensee,"Wisozk, Brekke and Bartoletti Pharmacy",2817812.0
1438,Antibiotics,Weiterstadt,Roob PLC Pharm,2817380.0
964,Antibiotics,Geretsried,"Erdman, Senger and Oberbrunner Pharmaceutical Ltd",2816543.0
1324,Antibiotics,Saarlouis,Dach Ltd Pharm,2816326.0
3924,Mood Stabilizers,Erkrath,Friesen Group Pharm,2816104.0
2807,Antipiretics,Rheine,"Sanford, Franecki and Greenholt Pharmaceutical Ltd",2815668.0
931,Antibiotics,Fellbach,VonRueden-Adams Pharmaceutical Limited,2814324.0
2722,Antipiretics,Nordhorn,"Denesik, Walter and Beatty ",2813122.0
2841,Antipiretics,Schwedt (Oder),Jacobs-Jones Pharma Plc,2812343.0
2971,Antipiretics,Wunstorf,Hartmann-Wolf Pharmacy,2810192.0
2847,Antipiretics,Schwäbisch Hall,Rohan PLC Pharmacy,2809390.0
2467,Antipiretics,Germering,Graham and Sons Pharm,2804376.0
570,Analgesics,Rösrath,Leannon-West ,2801581.0
4233,Mood Stabilizers,Obertshausen,"Beer, Kohler and Beatty Pharmacy",2801045.0
974,Antibiotics,Goch,"Kshlerin, Ryan and Leuschke ",2800658.0
1044,Antibiotics,Hürth,Sauer and Sons Pharmacy,2799780.0
1532,Antimalarial,Bad Nauheim,"Effertz, Heaney and Tillman Pharma Plc",2794708.0
2535,Antipiretics,Hildesheim,"Corkery, Trantow and Ferry Pharm",2794483.0
3516,Antiseptics,Pfungstadt,Wolff Group ,2792831.0
3247,Antiseptics,Göppingen,Feest PLC Pharmaceutical Limited,2792770.0
248,Analgesics,Gütersloh,"Grimes, Jacobs and Durgan Pharma Plc",2791884.0
3932,Mood Stabilizers,Euskirchen,"Reinger, Kihn and Goyette Pharma Plc",2791535.0
4272,Mood Stabilizers,Pirna,"Kirlin, Hamill and Dickinson Pharmaceutical Limited",2789925.0
1976,Antimalarial,Nuremberg,McCullough LLC Pharmaceutical Limited,2786765.0
3168,Antiseptics,Ennepetal,Steuber Ltd Pharmaceutical Limited,2784571.0
801,Antibiotics,Bergisch Gladbach,Konopelski-Blick ,2783555.0
3127,Antiseptics,Cuxhaven,Zemlak-Witting ,2783221.0
3543,Antiseptics,Rastatt,Koss-Beier Pharmaceutical Limited,2783214.0
4483,Mood Stabilizers,Zeitz,Kris LLC Pharm,2782459.0
452,Analgesics,Neuburg,"Casper, Hyatt and Jakubowski Pharmaceutical Ltd",2781753.0
3236,Antiseptics,Grevenbroich,Torp-Fisher ,2779941.0
3164,Antiseptics,Elmshorn,"Reynolds, Jast and Mante Pharm",2778892.0
14,Analgesics,Annaberg-Buchholz,"Herman, Rice and Rippin Pharm",2778142.0
388,Analgesics,Lohne,D'Amore and Sons Pharmacy,2776969.0
11,Analgesics,Alzey,"Will, McGlynn and Fritsch Pharmaceutical Limited",2776138.0
1745,Antimalarial,Göppingen,Feest PLC Pharmaceutical Limited,2773893.0
1889,Antimalarial,Lohmar,Quigley-Heathcote Pharmaceutical Ltd,2773240.0
3850,Mood Stabilizers,Burgdorf,Kreiger Inc ,2771546.0
1014,Antibiotics,Hannover,Predovic LLC Pharmaceutical Ltd,2771423.0
3836,Mood Stabilizers,Braunschweig,"Heathcote, Grant and Witting Pharmacy",2771293.0
4297,Mood Stabilizers,Ravensburg,"Johnson, Friesen and Torphy Pharm",2769946.0
4156,Mood Stabilizers,Lübbecke,Homenick-Larson ,2768248.0
3459,Antiseptics,Neunkirchen,Bayer LLC Pharm,2767507.0
4460,Mood Stabilizers,Winsen,Sauer-Herzog Pharmacy,2766103.0
1371,Antibiotics,Stadthagen,"Gerhold, Mills and Effertz Pharma Plc",2760509.0
3939,Mood Stabilizers,Forst,"Kertzmann, Quitzon and Harris Pharmaceutical Limited",2760007.0
3583,Antiseptics,Sankt Augustin,Koch-Osinski Pharmaceutical Ltd,2759155.0
1739,Antimalarial,Groß-Gerau,Okuneva-Corkery Pharm,2757554.0
4354,Mood Stabilizers,Siedlce,"Moen, Murazik and Smith ",2754285.0
705,Analgesics,Winsen,Sauer-Herzog Pharmacy,2752794.0
1245,Antibiotics,Osterode,Feest-Roob Pharmaceutical Limited,2751425.0
2677,Antipiretics,Meschede,"Langworth, Olson and Satterfield Pharmacy",2750768.0
635,Analgesics,Sundern,Cummings LLC Pharmaceutical Ltd,2749858.0
4292,Mood Stabilizers,Radolfzell am Bodensee,Streich PLC Pharm,2749774.0
433,Analgesics,Moers,Hermiston LLC Pharm,2747927.0
375,Analgesics,Leimen,Watsica-Kovacek Pharmaceutical Ltd,2747762.0
3192,Antiseptics,Frechen,Roob PLC Pharmaceutical Limited,2743551.0
1881,Antimalarial,Lennestadt,Hoeger Ltd Pharm,2743330.0
264,Analgesics,Harsewinkel,Trantow LLC Pharm,2742839.0
2498,Antipiretics,Göttingen,"Roob, Ernser and Kub Pharmacy",2742677.0
1403,Antibiotics,Tuttlingen,"Zieme, Doyle and Kunze Pharmacy",2741225.0
672,Analgesics,Waltrop,"Sanford, Franecki and Greenholt Pharma Plc",2741043.0
1507,Antimalarial,Ahlen,Pfeffer-Kirlin Pharmacy,2736572.0
2801,Antipiretics,Rendsburg,Barton Ltd Pharm,2736249.0
3610,Antiseptics,Sinsheim,Waelchi LLC Pharm,2732580.0
960,Antibiotics,Geldern,"Bernier, Murphy and Rau Pharma Plc",2729884.0
669,Analgesics,Völklingen,Crist Inc Pharmaceutical Ltd,2729653.0
2034,Antimalarial,Pulheim,Pfeffer-Hodkiewicz Pharm,2727206.0
3785,Mood Stabilizers,Bad Nauheim,"Effertz, Heaney and Tillman Pharma Plc",2727180.0
136,Analgesics,Dessau-Roßlau,"Runolfsson, Swaniawski and Jaskolski Pharmaceutical Limited",2726589.0
3004,Antiseptics,Aachen,Medhurst-Beer ,2726088.0
12,Analgesics,Amberg,Rohan Inc Pharmaceutical Limited,2723766.0
230,Analgesics,Greiz,"Parisian, Hagenes and Skiles Pharm",2722338.0
3893,Mood Stabilizers,Dietzenbach,Abernathy and Sons Pharmaceutical Limited,2720945.0
149,Analgesics,Duisburg,Breitenberg-Kuhn ,2715970.0
3012,Antiseptics,Albstadt,Powlowski-Buckridge Pharmacy,2714937.0
2346,Antipiretics,Brühl,Buckridge Inc Pharm,2713098.0
296,Analgesics,Idstein,Runte-Marquardt Pharmacy,2711085.0
3437,Antiseptics,Moers,Hermiston LLC Pharm,2710684.0
3685,Antiseptics,Wegberg,Terry-Kub Pharmaceutical Ltd,2709308.0
601,Analgesics,Siegen,Balistreri-Watsica Pharma Plc,2708659.0
2217,Antimalarial,Worms,Leuschke PLC Pharmaceutical Ltd,2705953.0
1642,Antimalarial,Dingolfing,Koss Ltd Pharma Plc,2704755.0
3217,Antiseptics,Geretsried,"Erdman, Senger and Oberbrunner Pharmaceutical Ltd",2703376.0
630,Analgesics,Straubing,"Erdman, Senger and Oberbrunner Pharmacy",2703234.0
1190,Antibiotics,Mühlacker,Crist LLC ,2702933.0
3700,Antiseptics,Wetter (Ruhr),Marquardt PLC ,2702185.0
3200,Antiseptics,Friedrichsdorf,Senger-Kirlin Pharmaceutical Ltd,2701010.0
1472,Antibiotics,Würzburg,"Blick, Pacocha and Schowalter Pharmacy",2700856.0
3184,Antiseptics,Fellbach,VonRueden-Adams Pharmaceutical Limited,2698963.0
3675,Antiseptics,Waldshut-Tiengen,"Armstrong, Medhurst and Bogisich Pharmaceutical Ltd",2698583.0
712,Analgesics,Wolfenbüttel,"Hahn, Rutherford and Gislason Pharmacy",2698246.0
3199,Antiseptics,Friedberg,Gibson-Hill Pharmaceutical Limited,2697957.0
2399,Antipiretics,Dortmund,Turner Ltd Pharmacy,2697798.0
4025,Mood Stabilizers,Heiligenhaus,Kozey-Schroeder Pharm,2694618.0
4326,Mood Stabilizers,Saalfeld,Ondricka Ltd ,2693507.0
3052,Antiseptics,Bensheim,Schuppe Inc ,2692900.0
792,Antibiotics,Balingen,"Heathcote, Grant and Witting Pharmaceutical Limited",2692791.0
2937,Antipiretics,Weimar,Terry-Kub Pharma Plc,2692723.0
418,Analgesics,Meißen,"Harris, Daugherty and Okuneva Pharmaceutical Limited",2691689.0
3820,Mood Stabilizers,Bietigheim-Bissingen,"Balistreri, Torp and Gulgowski ",2690159.0
2583,Antipiretics,Kleve,Kihn Group ,2689322.0
1441,Antibiotics,Werl,Block-Romaguera Pharmacy,2688408.0
4436,Mood Stabilizers,Wegberg,Terry-Kub Pharmaceutical Ltd,2687721.0
4434,Mood Stabilizers,Wałcz,Boyer and Sons Pharmaceutical Limited,2687460.0
1287,Antibiotics,Radebeul,Sipes and Sons Pharma Plc,2684759.0
918,Antibiotics,Erfurt,Schulist-Zulauf ,2684612.0
332,Analgesics,Koblenz,Kutch-Marks Pharma Plc,2683600.0
1244,Antibiotics,Osterholz-Scharmbeck,"Haag, Bradtke and Terry ",2682762.0
1351,Antibiotics,Siegburg,Heller-Abernathy Pharmaceutical Limited,2682324.0
3090,Antiseptics,Bruchsal,Paucek PLC Pharm,2680645.0
1204,Antibiotics,Neumarkt,Lindgren-Simonis Pharmacy,2680498.0
4347,Mood Stabilizers,Schwerte,Franecki Inc Pharma Plc,2680073.0
3827,Mood Stabilizers,Bochum,Sauer-Herzog Pharmaceutical Limited,2677631.0
1658,Antimalarial,Ehingen an der Donau,White Inc Pharm,2677159.0
435,Analgesics,Munich,Upton PLC Pharma Plc,2677024.0
1787,Antimalarial,Hohen Neuendorf,Mraz Group Pharma Plc,2673975.0
134,Analgesics,Delmenhorst,Funk PLC Pharm,2672163.0
1912,Antimalarial,Malbork,"Nitzsche, Effertz and Maggio Pharmacy",2671564.0
2524,Antipiretics,Heinsberg,Miller-Satterfield Pharm,2670628.0
2683,Antipiretics,Minden,"Casper, Hyatt and Jakubowski Pharmacy",2666235.0
1274,Antibiotics,Potsdam,Osinski-Collins Pharma Plc,2666093.0
3858,Mood Stabilizers,Bünde,"Wintheiser, Breitenberg and Gottlieb ",2665388.0
3020,Antiseptics,Apolda,Mayert-Weber Pharmaceutical Ltd,2663891.0
1623,Antimalarial,Cottbus,Cremin-Zemlak Pharmaceutical Limited,2663371.0
3614,Antiseptics,Solingen,Zemlak Group Pharmacy,2662157.110553
3627,Antiseptics,Stary Sącz,Crist Inc ,2661988.0
1431,Antibiotics,Wedel,Raynor-Graham ,2661902.0
1810,Antimalarial,Jena,Fahey-Prosacco Pharmacy,2659194.0
595,Analgesics,Schönebeck,Reichel Inc Pharm,2658660.0
309,Analgesics,Jülich,Lemke Ltd Pharmaceutical Limited,2658502.0
925,Antibiotics,Essen,Waelchi LLC Pharmaceutical Limited,2657249.81377
2549,Antipiretics,Idstein,Runte-Marquardt Pharmacy,2656260.0
4218,Mood Stabilizers,Niederkassel,Gleason PLC Pharmaceutical Limited,2656052.0
3798,Mood Stabilizers,Barsinghausen,Ward Group Pharma Plc,2656000.0
3593,Antiseptics,Schweinfurt,Mraz Group Pharmaceutical Limited,2654433.0
3111,Antiseptics,Chemnitz,Wehner-Stehr Pharm,2653734.0
1759,Antimalarial,Halle,Weber Ltd Pharmacy,2653364.0
477,Analgesics,Oberhausen,"Bernier, Murphy and Rau Pharmaceutical Limited",2651358.0
2442,Antipiretics,Freiberg,Schaefer-Rolfson Pharma Plc,2651236.0
594,Analgesics,Schwäbisch Hall,Rohan PLC Pharmacy,2650946.0
2585,Antipiretics,Koblenz,Kutch-Marks Pharma Plc,2650806.0
4296,Mood Stabilizers,Ratingen,"Kilback, Beer and Batz ",2649545.0
2135,Antimalarial,Stuttgart,"Zieme, Doyle and Kunze Pharm",2649452.0
84,Analgesics,Bretten,Collins-Schmidt Pharmaceutical Limited,2649387.0
689,Analgesics,Weißenfels,Cassin PLC Pharmaceutical Limited,2648905.0
3177,Antiseptics,Espelkamp,Paucek PLC ,2648611.0
4349,Mood Stabilizers,Schwäbisch Hall,Rohan PLC Pharmacy,2648246.0
4128,Mood Stabilizers,Lehrte,"Armstrong, Medhurst and Bogisich Pharmacy",2647998.0
844,Antibiotics,Brühl,Buckridge Inc Pharm,2645801.0
4039,Mood Stabilizers,Hofheim,Gerlach LLC Pharmacy,2644631.0
228,Analgesics,Gotha,"Steuber, Hills and Botsford ",2643365.0
3637,Antiseptics,Stuttgart,"Zieme, Doyle and Kunze Pharm",2643052.0
1528,Antimalarial,Bad Homburg,White Inc Pharmacy,2641154.0
3896,Mood Stabilizers,Dinslaken,"Buckridge, Hand and Hyatt ",2639537.0
928,Antibiotics,Euskirchen,"Reinger, Kihn and Goyette Pharma Plc",2638944.0
1899,Antimalarial,Ludwigshafen,"Wiegand, Jast and Yost Pharmaceutical Ltd",2638333.0
2370,Antipiretics,Cloppenburg,Breitenberg-Kuhn Pharma Plc,2636917.0
3888,Mood Stabilizers,Delitzsch,VonRueden-Adams Pharm,2636355.0
878,Antibiotics,Dachau,Goldner-Tillman Pharm,2635482.0
1308,Antibiotics,Rietberg,Funk PLC Pharma Plc,2635001.0
2380,Antipiretics,Dachau,Goldner-Tillman Pharm,2634211.0
2650,Antipiretics,Ludwigshafen,"Wiegand, Jast and Yost Pharmaceutical Ltd",2633780.0
2531,Antipiretics,Herrenberg,"Hansen, Fadel and Schroeder Pharmaceutical Ltd",2633434.0
308,Analgesics,Jena,Fahey-Prosacco Pharmacy,2632774.0
29,Analgesics,Bad Kreuznach,"Paucek, Keeling and Bruen Pharmaceutical Limited",2632543.0
1260,Antibiotics,Petershagen,Goldner-Tillman Pharmacy,2630858.0
4475,Mood Stabilizers,Würselen,Kozey-Emmerich ,2630302.0
962,Antibiotics,Georgsmarienhütte,Bashirian Group Pharmacy,2630108.0
2760,Antipiretics,Passau,Armstrong Inc Pharma Plc,2627454.0
817,Antibiotics,Bingen am Rhein,Welch-Orn Pharmacy,2626046.0
3000,Antipiretics,Świedbodzin,Roob PLC ,2624964.0
810,Antibiotics,Biberach,Fritsch LLC Pharm,2622367.0
3709,Antiseptics,Winsen,Sauer-Herzog Pharmacy,2621629.0
2396,Antipiretics,Donauwörth,Rogahn-Klein Pharm,2621412.0
3689,Antiseptics,Weingarten,Hermiston LLC Pharmaceutical Ltd,2621059.0
984,Antibiotics,Griesheim,Kozey Ltd Pharma Plc,2619301.0
455,Analgesics,Neunkirchen,Bayer LLC Pharm,2617992.0
1163,Antibiotics,Marburg,Collins-Schmidt Pharma Plc,2616916.0
3765,Mood Stabilizers,Altenburg,"Moen, Murazik and Smith Pharm",2614621.0
1336,Antibiotics,Schorndorf,"Herman, Rice and Rippin Pharmaceutical Limited",2608438.0
3029,Antiseptics,Bad Hersfeld,Botsford and Sons Pharma Plc,2606968.0
1151,Antibiotics,Lörrach,Rowe PLC ,2605668.0
1769,Antimalarial,Heidelberg,Beier PLC ,2605238.0
789,Antibiotics,Bad Vilbel,Kohler-Bednar Pharm,2605179.0
3268,Antiseptics,Harsewinkel,Trantow LLC Pharm,2604091.0
2060,Antimalarial,Rinteln,Ondricka-Waters Pharmaceutical Limited,2602612.0
4246,Mood Stabilizers,Oranienburg,Gulgowski-Vandervort Pharma Plc,2601589.0
565,Analgesics,Rudolstadt,Bayer LLC ,2597730.0
244,Analgesics,Görlitz,D'Amore and Sons Pharm,2597254.0
3221,Antiseptics,Gießen,Funk and Sons Pharm,2596492.0
320,Analgesics,Kehl,Corkery-Kovacek Pharm,2596184.0
2283,Antipiretics,Bad Nauheim,"Effertz, Heaney and Tillman Pharma Plc",2594558.0
484,Analgesics,Olching,Schimmel-Waelchi Pharmaceutical Limited,2594447.0
3695,Antiseptics,Wermelskirchen,"Crist, Wisoky and Nolan Pharmaceutical Limited",2592802.0
3899,Mood Stabilizers,Dormagen,Durgan-Rice Pharmacy,2591743.0
2410,Antipiretics,Einbeck,Fahey-Prosacco Pharmaceutical Limited,2591648.0
3388,Antiseptics,Lindau,McDermott Group Pharmaceutical Ltd,2590347.0
2411,Antipiretics,Eisenach,Kunze PLC Pharma Plc,2589946.0
2920,Antipiretics,Viersen,Crona Group ,2588703.0
561,Analgesics,Rostock,"Kshlerin, Ryan and Leuschke Pharm",2587163.0
3670,Antiseptics,Viernheim,Medhurst-Beer Pharm,2585719.0
2884,Antipiretics,Strausberg,Raynor LLC Pharmaceutical Limited,2584952.0
119,Analgesics,Coesfeld,Barrows-Kohler Pharma Plc,2584935.0
3739,Antiseptics,Zwickau,Huel Inc Pharm,2583957.0
1071,Antibiotics,Kehl,Corkery-Kovacek Pharm,2582277.0
4239,Mood Stabilizers,Olching,Schimmel-Waelchi Pharmaceutical Limited,2581617.0
3080,Antiseptics,Bornheim,Okuneva-Corkery Pharma Plc,2580525.0
655,Analgesics,Tübingen,"Langworth, Olson and Satterfield Pharm",2580510.0
2572,Antipiretics,Kaufbeuren,Spencer-Jerde Pharmaceutical Limited,2580458.0
720,Analgesics,Würselen,Kozey-Emmerich ,2578955.0
1448,Antibiotics,Wetzlar,"Bogan, Jacobs and Kris Pharmaceutical Limited",2577691.0
776,Antibiotics,Bad Hersfeld,Botsford and Sons Pharma Plc,2577358.0
3106,Antiseptics,Bühl,Rosenbaum-Tromp Pharm,2576951.0
25,Analgesics,Bad Hersfeld,Botsford and Sons Pharma Plc,2574333.0
2941,Antipiretics,Weißenburg,"Kirlin, Hamill and Dickinson Pharma Plc",2573108.0
3291,Antiseptics,Homburg,Mayert-Weber ,2572957.0
2713,Antipiretics,Neustadt am Rübenberge,Schulist LLC Pharmaceutical Limited,2571416.0
1295,Antibiotics,Recklinghausen,Runolfsson-Halvorson Pharmacy,2570914.0
330,Analgesics,Kleve,Kihn Group ,2569002.0
4417,Mood Stabilizers,Vaihingen an der Enz,Kihn Group Pharm,2568447.0
3922,Mood Stabilizers,Erfurt,Schulist-Zulauf ,2568045.0
797,Antibiotics,Bayreuth,"Nitzsche, Effertz and Maggio ",2567214.0
